loan_id,customer_id,product,currency,principal,interest_rate,status,risk_band
LOAN0003790,CUST006334,trade finance,USD,3479906.04,17.29,NonPerforming,Low
LOAN0003791,CUST006752,term loan,INR,7947177.57,6.41,Watch,Low
LOAN0003792,CUST005522,commercial overdraft,GBP,9668008.9,16.54,Watch,Very High
LOAN0003793,CUST003354,mortgage,USD,5844839.43,12.85,NonPerforming,Low
LOAN0003794,CUST004118,working capital,GBP,1094331.84,17.11,Performing,Low
LOAN0003795,CUST001301,term loan,GBP,8344422.03,6.51,Performing,Medium
LOAN0003796,CUST002846,working capital,GBP,1347744.54,17.22,Watch,Low
LOAN0003797,CUST009811,working capital,GBP,58260.26,16.63,Watch,Medium
LOAN0003798,CUST008602,term loan,INR,3075370.61,14.72,Watch,High
LOAN0003799,CUST000060,term loan,USD,9353250.2,9.12,Watch,High
LOAN0003800,CUST007478,mortgage,GBP,9750113.17,8.94,NonPerforming,Low
LOAN0003801,CUST006634,term loan,GBP,4605882.52,10.18,Performing,Medium
LOAN0003802,CUST000024,term loan,INR,1413869.28,6.04,Performing,Medium
LOAN0003803,CUST009344,term loan,GBP,1093586.87,16.27,Watch,High
LOAN0003804,CUST003223,credit card,GBP,3340840.78,11.17,NonPerforming,Low
LOAN0003805,CUST005880,credit card,INR,2171794.64,13.56,Watch,Low
LOAN0003806,CUST002806,commercial overdraft,GBP,9467068.63,13.21,Performing,High
LOAN0003807,CUST008460,credit card,GBP,3086638.82,17.55,Watch,Very High
LOAN0003808,CUST007679,working capital,INR,2003460.08,17.49,Performing,Very High
LOAN0003809,CUST002977,credit card,USD,3581714.0,15.26,Watch,High
LOAN0003810,CUST005021,mortgage,GBP,9419042.6,12.81,NonPerforming,Medium
LOAN0003811,CUST000740,mortgage,USD,2756446.39,9.44,Watch,Low
LOAN0003812,CUST009009,trade finance,USD,2472093.53,10.74,NonPerforming,High
LOAN0003813,CUST000660,working capital,GBP,1819426.26,8.72,Watch,Medium
LOAN0003814,CUST004819,commercial overdraft,USD,8368069.68,12.49,Watch,Medium
LOAN0003815,CUST007188,commercial overdraft,USD,8864304.26,10.87,Performing,Low
LOAN0003816,CUST001399,commercial overdraft,INR,8998084.6,12.07,NonPerforming,Low
LOAN0003817,CUST004497,credit card,INR,9100854.45,8.62,Watch,Very High
LOAN0003818,CUST008065,trade finance,USD,3780254.35,15.54,Watch,High
LOAN0003819,CUST003234,working capital,INR,5827093.74,8.24,Performing,Very High
LOAN0003820,CUST000143,term loan,INR,6319582.76,17.69,Performing,High
LOAN0003821,CUST001371,mortgage,GBP,8903675.84,9.62,NonPerforming,Low
LOAN0003822,CUST006995,mortgage,USD,2866625.77,7.31,Watch,Very High
LOAN0003823,CUST007179,working capital,USD,7567645.21,17.56,Performing,High
LOAN0003824,CUST006610,commercial overdraft,USD,8179896.94,10.23,Watch,High
LOAN0003825,CUST009006,commercial overdraft,INR,3419461.56,14.37,NonPerforming,Low
LOAN0003826,CUST001929,credit card,GBP,1823009.6,16.45,Performing,Very High
LOAN0003827,CUST005334,credit card,INR,4543968.5,12.37,NonPerforming,Medium
LOAN0003828,CUST000134,trade finance,INR,8793279.99,9.81,Watch,High
LOAN0003829,CUST009843,commercial overdraft,USD,2519402.22,7.85,NonPerforming,High
LOAN0003830,CUST009415,trade finance,GBP,8912666.08,16.02,Watch,Medium
LOAN0003831,CUST005527,trade finance,USD,5368004.28,5.74,Watch,Very High
LOAN0003832,CUST004659,commercial overdraft,USD,2709080.21,5.78,Performing,Low
LOAN0003833,CUST003772,working capital,USD,2776475.34,13.62,Performing,Low
LOAN0003834,CUST006138,commercial overdraft,USD,5021005.18,15.15,NonPerforming,Low
LOAN0003835,CUST002654,working capital,USD,5875932.76,5.46,Watch,Medium
LOAN0003836,CUST000843,working capital,USD,7027768.98,9.61,NonPerforming,Very High
LOAN0003837,CUST001564,commercial overdraft,INR,7313684.18,9.35,NonPerforming,High
LOAN0003838,CUST005554,trade finance,USD,3822742.34,12.24,NonPerforming,Low
LOAN0003839,CUST009318,term loan,GBP,6956225.57,7.33,Watch,Low
LOAN0003840,CUST007458,trade finance,USD,6332653.4,11.19,NonPerforming,High
LOAN0003841,CUST003561,commercial overdraft,GBP,5192267.58,6.65,Watch,Low
LOAN0003842,CUST009313,working capital,GBP,6501281.87,16.5,Watch,Low
LOAN0003843,CUST002434,credit card,GBP,6895673.72,10.04,NonPerforming,High
LOAN0003844,CUST001089,trade finance,USD,9814482.16,5.12,NonPerforming,Low
LOAN0003845,CUST008900,mortgage,GBP,5167358.77,8.6,Watch,High
LOAN0003846,CUST000165,credit card,GBP,6817357.1,16.04,Watch,Medium
LOAN0003847,CUST002695,term loan,USD,1038187.06,16.14,Watch,Medium
LOAN0003848,CUST007566,credit card,USD,1737811.45,9.9,NonPerforming,Low
LOAN0003849,CUST006083,working capital,GBP,6633776.7,13.1,Watch,Low
LOAN0003850,CUST000055,commercial overdraft,USD,5284813.66,11.54,Watch,Low
LOAN0003851,CUST004011,commercial overdraft,INR,5478112.11,9.88,Performing,Low
LOAN0003852,CUST001172,mortgage,USD,7680298.97,7.76,NonPerforming,Very High
LOAN0003853,CUST003994,trade finance,INR,7471240.62,5.83,NonPerforming,High
LOAN0003854,CUST007987,credit card,GBP,6325998.84,8.0,Performing,Low
LOAN0003855,CUST000952,credit card,INR,5403040.24,10.21,NonPerforming,Low
LOAN0003856,CUST005818,working capital,GBP,4637606.52,13.6,NonPerforming,Very High
LOAN0003857,CUST008409,trade finance,INR,1630628.24,5.27,Watch,Low
LOAN0003858,CUST008643,working capital,USD,7086665.33,7.68,Watch,Very High
LOAN0003859,CUST008487,credit card,USD,5307422.82,11.37,NonPerforming,Medium
LOAN0003860,CUST004225,credit card,USD,6863641.64,15.92,Watch,Very High
LOAN0003861,CUST005119,credit card,INR,2857951.58,16.65,Watch,High
LOAN0003862,CUST005001,mortgage,GBP,3361436.77,5.89,Performing,Medium
LOAN0003863,CUST006889,term loan,USD,737620.68,7.1,NonPerforming,High
LOAN0003864,CUST006125,trade finance,USD,7151100.91,5.89,Watch,Low
LOAN0003865,CUST003458,credit card,GBP,8828097.01,7.28,Performing,Very High
LOAN0003866,CUST000910,mortgage,INR,2543968.02,6.58,NonPerforming,Low
LOAN0003867,CUST005324,working capital,USD,3351539.95,14.36,Watch,High
LOAN0003868,CUST004945,term loan,INR,2921968.73,8.68,NonPerforming,Medium
LOAN0003869,CUST001959,mortgage,USD,4759210.34,15.09,Performing,Low
LOAN0003870,CUST005327,working capital,USD,7636946.27,5.54,Watch,High
LOAN0003871,CUST004374,commercial overdraft,INR,8179262.2,14.97,NonPerforming,High
LOAN0003872,CUST004605,trade finance,INR,5463029.99,12.32,NonPerforming,Very High
LOAN0003873,CUST003964,commercial overdraft,USD,7990336.42,15.31,Watch,High
LOAN0003874,CUST004116,trade finance,GBP,4310190.4,5.9,Performing,Medium
LOAN0003875,CUST006007,term loan,USD,652665.64,13.42,NonPerforming,Medium
LOAN0003876,CUST002992,working capital,USD,2066399.52,11.02,Performing,Medium
LOAN0003877,CUST006374,term loan,INR,9114367.76,9.06,Performing,High
LOAN0003878,CUST002813,mortgage,GBP,6339313.02,15.93,Watch,Medium
LOAN0003879,CUST002680,mortgage,INR,7519620.88,8.69,NonPerforming,Low
LOAN0003880,CUST007742,mortgage,INR,2537483.75,10.02,Watch,Very High
LOAN0003881,CUST002842,commercial overdraft,GBP,4321711.22,9.91,NonPerforming,Medium
LOAN0003882,CUST006654,mortgage,INR,6300812.95,7.7,NonPerforming,High
LOAN0003883,CUST005845,trade finance,GBP,247777.83,17.05,Performing,High
LOAN0003884,CUST002886,trade finance,INR,1460332.76,15.96,NonPerforming,High
LOAN0003885,CUST005946,credit card,USD,4476778.29,17.33,Watch,Low
LOAN0003886,CUST009489,term loan,INR,9151891.88,10.5,NonPerforming,Low
LOAN0003887,CUST007812,mortgage,INR,933704.81,9.04,NonPerforming,Low
LOAN0003888,CUST002866,term loan,INR,4933584.81,5.23,NonPerforming,Low
LOAN0003889,CUST005551,mortgage,GBP,8831304.71,13.05,Watch,Very High
LOAN0003890,CUST002851,trade finance,USD,7322206.54,16.29,Performing,High
LOAN0003891,CUST008100,term loan,GBP,9989824.59,5.87,Watch,Medium
LOAN0003892,CUST008673,term loan,USD,1904819.12,17.51,NonPerforming,Medium
LOAN0003893,CUST003491,credit card,USD,2094804.29,7.68,NonPerforming,Low
LOAN0003894,CUST001437,commercial overdraft,INR,4304696.82,6.27,Watch,High
LOAN0003895,CUST002178,credit card,INR,839205.79,14.46,Watch,High
LOAN0003896,CUST003872,mortgage,INR,9707028.22,6.91,Watch,High
LOAN0003897,CUST003692,term loan,USD,2925584.23,10.53,Watch,High
LOAN0003898,CUST006454,working capital,GBP,5128348.05,14.99,Watch,Very High
LOAN0003899,CUST009575,commercial overdraft,GBP,2053718.97,12.39,Performing,Very High
LOAN0003900,CUST002060,trade finance,USD,6112009.0,13.62,Performing,High
LOAN0003901,CUST009489,commercial overdraft,GBP,5597486.47,15.35,NonPerforming,Very High
LOAN0003902,CUST000053,working capital,INR,9787618.63,6.46,Watch,Low
LOAN0003903,CUST005508,working capital,GBP,5762077.44,13.3,Performing,Medium
LOAN0003904,CUST003618,mortgage,INR,6468119.77,17.53,Performing,Very High
LOAN0003905,CUST007922,working capital,USD,3816742.35,13.57,NonPerforming,High
LOAN0003906,CUST001348,mortgage,INR,9308258.49,17.01,NonPerforming,Very High
LOAN0003907,CUST006617,term loan,GBP,8786755.13,15.42,Performing,High
LOAN0003908,CUST007476,mortgage,GBP,4160602.73,11.03,NonPerforming,Low
LOAN0003909,CUST003760,mortgage,USD,1363787.46,6.2,Watch,Very High
LOAN0003910,CUST007288,trade finance,USD,7295595.44,7.68,NonPerforming,Medium
LOAN0003911,CUST003886,trade finance,USD,7891980.14,5.37,Performing,High
LOAN0003912,CUST000152,working capital,USD,1870568.69,15.58,Watch,Very High
LOAN0003913,CUST009058,term loan,INR,4489216.73,17.27,Watch,High
LOAN0003914,CUST001709,commercial overdraft,GBP,4156285.92,9.74,Watch,Medium
LOAN0003915,CUST005540,commercial overdraft,USD,9211859.84,13.79,Performing,Very High
LOAN0003916,CUST004215,term loan,INR,1809638.18,9.77,Performing,Very High
LOAN0003917,CUST007087,trade finance,INR,5799934.42,11.14,NonPerforming,Very High
LOAN0003918,CUST006690,term loan,INR,6131041.67,6.16,Performing,Low
LOAN0003919,CUST007392,mortgage,GBP,2881071.17,9.03,NonPerforming,Medium
LOAN0003920,CUST007420,commercial overdraft,GBP,2780460.77,7.38,Performing,Very High
LOAN0003921,CUST002441,working capital,GBP,7659186.83,17.23,NonPerforming,High
LOAN0003922,CUST007475,commercial overdraft,INR,5117019.26,7.67,NonPerforming,Medium
LOAN0003923,CUST006027,term loan,INR,8353562.69,16.68,Performing,High
LOAN0003924,CUST006123,mortgage,GBP,1531704.99,12.25,NonPerforming,Very High
LOAN0003925,CUST000579,term loan,USD,2083801.58,11.84,Watch,Very High
LOAN0003926,CUST008747,credit card,GBP,4470751.01,5.93,Watch,Very High
LOAN0003927,CUST001539,trade finance,USD,3282352.08,8.47,NonPerforming,Medium
LOAN0003928,CUST001511,term loan,GBP,1023790.63,8.28,NonPerforming,Low
LOAN0003929,CUST008790,credit card,USD,8571365.04,5.53,NonPerforming,Very High
LOAN0003930,CUST004520,trade finance,INR,2758624.29,16.07,Watch,Very High
LOAN0003931,CUST008812,term loan,USD,1216168.49,17.51,Watch,Medium
LOAN0003932,CUST004993,trade finance,GBP,769017.25,15.67,Performing,High
LOAN0003933,CUST006467,trade finance,GBP,2647295.59,17.15,Performing,Low
LOAN0003934,CUST007398,credit card,GBP,2554234.27,10.53,Performing,Very High
LOAN0003935,CUST003743,term loan,USD,6371756.88,9.24,Watch,Very High
LOAN0003936,CUST000471,commercial overdraft,USD,8358490.36,13.7,NonPerforming,Very High
LOAN0003937,CUST003859,term loan,USD,3078000.78,9.62,Watch,Very High
LOAN0003938,CUST005867,credit card,GBP,6754822.26,17.45,NonPerforming,High
LOAN0003939,CUST007441,mortgage,GBP,1552451.09,16.46,NonPerforming,High
LOAN0003940,CUST001688,working capital,GBP,6498212.3,10.26,Performing,Very High
LOAN0003941,CUST007365,commercial overdraft,GBP,4846673.67,11.47,Watch,Low
LOAN0003942,CUST001851,credit card,USD,2104383.71,5.87,NonPerforming,High
LOAN0003943,CUST000874,term loan,INR,5875255.37,17.86,Performing,High
LOAN0003944,CUST006036,mortgage,GBP,9612761.44,9.29,Watch,Medium
LOAN0003945,CUST001758,commercial overdraft,INR,6091534.65,6.05,Performing,High
LOAN0003946,CUST002908,credit card,INR,5820760.01,9.92,Watch,High
LOAN0003947,CUST000882,commercial overdraft,GBP,869234.24,17.01,NonPerforming,Medium
LOAN0003948,CUST000207,term loan,USD,7262398.39,8.15,Watch,Medium
LOAN0003949,CUST000048,term loan,USD,843925.83,13.6,Performing,Low
LOAN0003950,CUST004307,trade finance,GBP,6931275.17,5.34,Performing,High
LOAN0003951,CUST003019,trade finance,INR,9431230.06,8.95,Performing,Very High
LOAN0003952,CUST004917,commercial overdraft,GBP,1068468.74,10.26,Watch,Medium
LOAN0003953,CUST002594,commercial overdraft,INR,3421753.43,8.72,Performing,Low
LOAN0003954,CUST000208,commercial overdraft,USD,6170494.61,9.09,Watch,Low
LOAN0003955,CUST006459,term loan,INR,1398582.32,11.88,Watch,Low
LOAN0003956,CUST008033,credit card,GBP,6222940.48,12.61,Performing,Medium
LOAN0003957,CUST007893,term loan,INR,4135245.42,5.61,Performing,Medium
LOAN0003958,CUST000573,term loan,USD,3186911.54,12.17,Watch,Medium
LOAN0003959,CUST003026,trade finance,GBP,6568773.57,7.99,Watch,High
LOAN0003960,CUST007776,term loan,GBP,9983275.98,11.37,NonPerforming,Low
LOAN0003961,CUST005808,credit card,INR,9118219.4,10.21,NonPerforming,Low
LOAN0003962,CUST002663,trade finance,GBP,4520486.5,12.29,Watch,Very High
LOAN0003963,CUST006012,term loan,INR,5665816.7,7.17,NonPerforming,Low
LOAN0003964,CUST009934,mortgage,GBP,4632628.83,12.71,Watch,Low
LOAN0003965,CUST009399,working capital,INR,6428675.71,14.05,Performing,Very High
LOAN0003966,CUST009437,commercial overdraft,USD,7603607.11,13.94,NonPerforming,Low
LOAN0003967,CUST007333,working capital,INR,6028070.74,12.94,NonPerforming,Very High
LOAN0003968,CUST005643,working capital,GBP,6930710.91,10.52,Performing,Low
LOAN0003969,CUST000920,credit card,GBP,2553038.48,17.19,NonPerforming,Low
LOAN0003970,CUST002710,mortgage,INR,7548977.05,8.47,NonPerforming,High
LOAN0003971,CUST006781,commercial overdraft,USD,1794149.44,10.02,NonPerforming,Very High
LOAN0003972,CUST000251,working capital,GBP,3994784.69,11.77,NonPerforming,Very High
LOAN0003973,CUST003656,trade finance,USD,9392539.71,11.87,NonPerforming,High
LOAN0003974,CUST004361,working capital,INR,8958373.28,13.37,Watch,Very High
LOAN0003975,CUST001452,credit card,GBP,3263348.46,14.56,NonPerforming,Medium
LOAN0003976,CUST000019,credit card,INR,582085.85,13.15,Performing,Medium
LOAN0003977,CUST006536,working capital,GBP,1380357.2,8.11,Performing,Very High
LOAN0003978,CUST001545,mortgage,INR,8979936.18,10.33,Watch,Medium
LOAN0003979,CUST006746,term loan,INR,2383477.55,14.51,NonPerforming,High
LOAN0003980,CUST008314,credit card,GBP,5223281.35,15.53,Watch,Very High
LOAN0003981,CUST006840,credit card,GBP,2430741.53,9.45,Watch,High
LOAN0003982,CUST008243,trade finance,INR,91977.72,5.63,Performing,Low
LOAN0003983,CUST004513,credit card,USD,909050.48,13.65,Performing,Medium
LOAN0003984,CUST000077,mortgage,GBP,9712815.87,13.27,NonPerforming,Medium
LOAN0003985,CUST002305,credit card,INR,2082800.9,8.09,Performing,Low
LOAN0003986,CUST009899,commercial overdraft,GBP,2925655.61,8.92,Performing,High
LOAN0003987,CUST007920,trade finance,USD,9995434.4,11.71,Performing,High
LOAN0003988,CUST000725,mortgage,GBP,9763314.3,7.47,Performing,Very High
LOAN0003989,CUST007134,commercial overdraft,USD,1030458.58,14.5,Watch,Medium
LOAN0003990,CUST008068,working capital,USD,9630006.14,13.79,Performing,Medium
LOAN0003991,CUST001922,trade finance,INR,9083033.95,8.72,NonPerforming,Medium
LOAN0003992,CUST003908,term loan,GBP,6498528.91,15.35,Performing,Very High
LOAN0003993,CUST008509,commercial overdraft,INR,5957707.99,6.4,NonPerforming,Medium
LOAN0003994,CUST005088,term loan,GBP,5472083.53,16.44,Watch,Very High
LOAN0003995,CUST000534,trade finance,USD,7338431.85,9.97,Performing,Medium
LOAN0003996,CUST005688,trade finance,GBP,6650553.13,5.52,NonPerforming,Low
LOAN0003997,CUST000731,credit card,INR,538205.82,8.98,NonPerforming,Low
LOAN0003998,CUST008298,working capital,GBP,6937081.81,11.9,Watch,Medium
LOAN0003999,CUST005545,credit card,GBP,4548362.29,14.26,NonPerforming,Very High
LOAN0004000,CUST002112,commercial overdraft,GBP,2046988.49,14.72,Watch,High
LOAN0004001,CUST008267,term loan,INR,4976580.31,7.36,Performing,High
LOAN0004002,CUST008615,commercial overdraft,GBP,1357930.94,12.01,Watch,Low
LOAN0004003,CUST003546,trade finance,INR,8096131.07,15.9,Performing,Low
LOAN0004004,CUST009005,credit card,USD,6467826.21,5.89,NonPerforming,Medium
LOAN0004005,CUST008218,trade finance,USD,1164371.22,6.74,Watch,Very High
LOAN0004006,CUST003206,commercial overdraft,USD,7331124.18,8.54,Performing,High
LOAN0004007,CUST006557,term loan,GBP,6524867.2,14.01,Watch,High
LOAN0004008,CUST003516,credit card,GBP,1923487.43,14.25,NonPerforming,Low
LOAN0004009,CUST006407,trade finance,INR,1726129.82,5.12,NonPerforming,Medium
LOAN0004010,CUST000330,term loan,INR,8996304.4,15.94,Performing,Low
LOAN0004011,CUST004554,commercial overdraft,INR,2663844.92,12.92,Performing,Very High
LOAN0004012,CUST000185,working capital,USD,481726.57,16.73,NonPerforming,Low
LOAN0004013,CUST000795,commercial overdraft,GBP,740185.68,5.41,Performing,Medium
LOAN0004014,CUST007048,trade finance,INR,5105241.54,12.26,Performing,Very High
LOAN0004015,CUST003749,term loan,USD,608406.06,14.06,Performing,High
LOAN0004016,CUST002135,trade finance,USD,6355580.35,12.23,Performing,Medium
LOAN0004017,CUST003457,term loan,GBP,6825512.14,7.38,NonPerforming,Low
LOAN0004018,CUST004270,credit card,INR,2335650.16,14.22,NonPerforming,Very High
LOAN0004019,CUST009911,mortgage,GBP,9664857.5,8.25,NonPerforming,Low
LOAN0004020,CUST005197,term loan,INR,9065063.0,7.71,NonPerforming,High
LOAN0004021,CUST000247,mortgage,INR,1980950.49,5.66,Performing,Very High
LOAN0004022,CUST005460,mortgage,GBP,6443134.04,11.73,Performing,Very High
LOAN0004023,CUST009920,credit card,GBP,5677544.03,12.33,NonPerforming,High
LOAN0004024,CUST000272,commercial overdraft,USD,6994785.14,13.3,Watch,High
LOAN0004025,CUST005210,mortgage,INR,3278897.2,11.44,NonPerforming,High
LOAN0004026,CUST005625,credit card,USD,8174106.41,8.08,Performing,High
LOAN0004027,CUST004719,commercial overdraft,USD,3900261.14,6.87,Watch,Very High
LOAN0004028,CUST006741,trade finance,INR,8546190.18,5.54,NonPerforming,High
LOAN0004029,CUST009584,mortgage,USD,719858.63,5.56,Performing,Very High
LOAN0004030,CUST000730,trade finance,GBP,8849511.18,11.44,Performing,Medium
LOAN0004031,CUST008020,working capital,USD,979012.7,9.96,Watch,Low
LOAN0004032,CUST001404,commercial overdraft,GBP,2209367.46,10.13,Watch,Very High
LOAN0004033,CUST006716,trade finance,USD,1633885.61,13.47,Watch,Low
LOAN0004034,CUST007386,working capital,USD,6992672.09,17.83,NonPerforming,Very High
LOAN0004035,CUST004272,term loan,GBP,8930775.53,7.88,Performing,Low
LOAN0004036,CUST003148,trade finance,GBP,5590892.02,15.79,Performing,Medium
LOAN0004037,CUST003216,term loan,USD,4266571.17,17.09,NonPerforming,Medium
LOAN0004038,CUST006071,working capital,INR,1226884.14,17.94,NonPerforming,Low
LOAN0004039,CUST006348,mortgage,GBP,8427283.88,16.4,Watch,Medium
LOAN0004040,CUST001902,mortgage,INR,6734985.0,11.33,Performing,Low
LOAN0004041,CUST006608,commercial overdraft,GBP,8540515.12,13.87,Performing,Very High
LOAN0004042,CUST003140,commercial overdraft,GBP,802728.05,5.84,Watch,Medium
LOAN0004043,CUST003751,credit card,INR,1438729.21,17.95,Performing,High
LOAN0004044,CUST008248,term loan,INR,7586562.37,16.01,Watch,Medium
LOAN0004045,CUST002425,mortgage,GBP,4100881.29,9.5,Watch,Low
LOAN0004046,CUST001176,mortgage,GBP,6001880.75,8.45,Watch,High
LOAN0004047,CUST004184,term loan,USD,7125646.58,8.2,Performing,Medium
LOAN0004048,CUST006205,trade finance,GBP,8355914.93,6.26,Performing,Medium
LOAN0004049,CUST004714,commercial overdraft,GBP,2761604.28,14.5,NonPerforming,Low
LOAN0004050,CUST005057,term loan,INR,5696522.04,10.86,NonPerforming,Medium
LOAN0004051,CUST008618,commercial overdraft,USD,7844642.81,10.7,Watch,High
LOAN0004052,CUST001059,trade finance,GBP,7370034.62,12.64,NonPerforming,Medium
LOAN0004053,CUST004435,term loan,INR,9332818.36,9.02,Performing,High
LOAN0004054,CUST004190,working capital,GBP,9236827.05,8.65,NonPerforming,Very High
LOAN0004055,CUST004828,trade finance,INR,3248657.37,14.62,NonPerforming,Medium
LOAN0004056,CUST000815,working capital,USD,7771741.48,13.29,NonPerforming,Low
LOAN0004057,CUST008984,commercial overdraft,USD,6179551.64,10.17,NonPerforming,High
LOAN0004058,CUST008351,credit card,INR,8299673.47,8.7,NonPerforming,Very High
LOAN0004059,CUST008658,credit card,USD,153235.85,13.13,Performing,High
LOAN0004060,CUST001539,working capital,INR,479523.98,17.67,Performing,Very High
LOAN0004061,CUST000299,commercial overdraft,USD,4647165.33,14.24,Performing,High
LOAN0004062,CUST003980,mortgage,GBP,3568720.95,14.05,Performing,Very High
LOAN0004063,CUST005624,credit card,GBP,7841062.19,15.26,Watch,Very High
LOAN0004064,CUST003976,working capital,INR,8448898.52,12.04,NonPerforming,Low
LOAN0004065,CUST006741,mortgage,GBP,7251721.34,5.4,Performing,High
LOAN0004066,CUST009774,commercial overdraft,GBP,9553175.16,8.29,NonPerforming,Medium
LOAN0004067,CUST001577,mortgage,GBP,6978974.58,16.08,NonPerforming,Very High
LOAN0004068,CUST001982,commercial overdraft,USD,2618987.2,17.76,Performing,Medium
LOAN0004069,CUST009108,term loan,INR,4102337.84,7.75,Performing,High
LOAN0004070,CUST008268,commercial overdraft,INR,5368375.02,15.27,Watch,High
LOAN0004071,CUST005473,mortgage,INR,7474058.84,9.36,Watch,Low
LOAN0004072,CUST003082,mortgage,INR,2103543.73,15.23,NonPerforming,Low
LOAN0004073,CUST002136,term loan,INR,5788788.86,5.18,Performing,High
LOAN0004074,CUST006376,credit card,USD,3751537.26,6.69,Performing,Medium
LOAN0004075,CUST008627,trade finance,USD,161190.15,10.42,Performing,Low
LOAN0004076,CUST009407,commercial overdraft,GBP,7301691.67,10.3,Watch,Medium
LOAN0004077,CUST009312,working capital,USD,7678133.5,13.15,Performing,Medium
LOAN0004078,CUST001570,term loan,INR,5989846.49,12.34,Performing,High
LOAN0004079,CUST003908,trade finance,INR,9589194.6,5.02,NonPerforming,Low
LOAN0004080,CUST006039,term loan,GBP,3102682.74,9.8,Watch,Medium
LOAN0004081,CUST005988,commercial overdraft,USD,5616751.83,13.24,Performing,High
LOAN0004082,CUST002390,term loan,INR,67027.77,13.81,Watch,High
LOAN0004083,CUST001206,credit card,USD,9383552.71,11.96,NonPerforming,High
LOAN0004084,CUST001437,working capital,INR,8835284.21,13.62,Performing,Medium
LOAN0004085,CUST004372,credit card,USD,6028309.65,6.93,NonPerforming,High
LOAN0004086,CUST002773,term loan,INR,7807561.27,7.15,Performing,Low
LOAN0004087,CUST006021,term loan,GBP,9861357.07,7.2,Performing,High
LOAN0004088,CUST004383,term loan,INR,2136154.7,5.53,NonPerforming,Medium
LOAN0004089,CUST009027,mortgage,USD,8024470.13,10.13,NonPerforming,Low
LOAN0004090,CUST007160,commercial overdraft,USD,5287574.51,14.68,NonPerforming,Medium
LOAN0004091,CUST005670,commercial overdraft,INR,3379309.29,8.1,Watch,Low
LOAN0004092,CUST009390,working capital,GBP,8085026.0,17.49,Performing,Low
LOAN0004093,CUST007949,commercial overdraft,USD,2022311.72,6.87,NonPerforming,Very High
LOAN0004094,CUST006567,commercial overdraft,INR,2163955.46,7.62,Performing,Low
LOAN0004095,CUST006061,trade finance,INR,103304.67,14.85,Performing,Medium
LOAN0004096,CUST008202,working capital,USD,6622962.81,9.96,Watch,Medium
LOAN0004097,CUST001417,commercial overdraft,INR,8886753.9,11.67,Performing,Medium
LOAN0004098,CUST005379,working capital,USD,4288098.65,15.97,Watch,Low
LOAN0004099,CUST005259,credit card,INR,7519268.19,8.26,Watch,Very High
LOAN0004100,CUST003770,credit card,USD,2982652.52,11.79,NonPerforming,Very High
LOAN0004101,CUST007358,commercial overdraft,GBP,9963542.1,14.8,Performing,Medium
LOAN0004102,CUST005937,working capital,GBP,729044.1,12.89,Performing,High
LOAN0004103,CUST004069,commercial overdraft,INR,4057102.98,7.34,Performing,Low
LOAN0004104,CUST004744,trade finance,USD,2275434.97,13.45,NonPerforming,High
LOAN0004105,CUST008624,term loan,INR,9526493.63,13.82,Watch,Medium
LOAN0004106,CUST004527,working capital,GBP,3621727.56,10.56,Watch,Low
LOAN0004107,CUST001746,term loan,USD,3974268.17,12.66,Watch,Very High
LOAN0004108,CUST006629,mortgage,GBP,3725752.21,6.69,Performing,Very High
LOAN0004109,CUST000102,commercial overdraft,USD,3061577.45,8.09,NonPerforming,High
LOAN0004110,CUST008152,mortgage,USD,2825982.12,14.04,Watch,Very High
LOAN0004111,CUST000572,commercial overdraft,USD,3199642.72,17.88,Performing,High
LOAN0004112,CUST006905,credit card,INR,814101.78,17.21,Watch,Low
LOAN0004113,CUST000178,commercial overdraft,USD,259170.52,6.71,Performing,High
LOAN0004114,CUST008832,commercial overdraft,USD,8487072.9,6.28,NonPerforming,High
LOAN0004115,CUST007271,term loan,GBP,5508678.3,12.88,Performing,Low
LOAN0004116,CUST001308,working capital,USD,41491.13,17.81,Watch,Medium
LOAN0004117,CUST006452,working capital,INR,5467389.74,11.63,Performing,Very High
LOAN0004118,CUST000402,working capital,GBP,9580272.84,9.3,NonPerforming,Very High
LOAN0004119,CUST000083,commercial overdraft,INR,7985173.24,16.19,Watch,Very High
LOAN0004120,CUST001690,working capital,GBP,9859676.24,15.69,NonPerforming,Low
LOAN0004121,CUST005365,trade finance,GBP,9992076.98,9.6,Watch,High
LOAN0004122,CUST002171,mortgage,GBP,9954305.78,7.3,NonPerforming,High
LOAN0004123,CUST000573,commercial overdraft,INR,3009251.33,16.23,Watch,Very High
LOAN0004124,CUST006065,trade finance,GBP,9435536.44,5.64,Watch,High
LOAN0004125,CUST007533,term loan,INR,7243134.46,11.82,Performing,Very High
LOAN0004126,CUST002060,term loan,INR,5383061.45,10.69,Performing,Medium
LOAN0004127,CUST006104,trade finance,USD,3983316.47,8.89,Watch,High
LOAN0004128,CUST006260,term loan,INR,4506422.75,11.84,NonPerforming,Very High
LOAN0004129,CUST008877,credit card,USD,8129175.58,12.74,Watch,Very High
LOAN0004130,CUST008455,credit card,USD,559301.56,6.11,Watch,Medium
LOAN0004131,CUST000184,trade finance,GBP,2218447.23,13.43,Performing,High
LOAN0004132,CUST007955,trade finance,GBP,5242039.04,15.55,NonPerforming,Medium
LOAN0004133,CUST007768,trade finance,USD,3243818.76,9.86,Watch,Low
